Entity,Code,Year,Population (historical estimates)
Kyrgyzstan,KGZ,1930,1437890
Greenland,GRL,1958,28842
New Zealand,NZL,2010,4370060
Pakistan,PAK,1977,70958168
Luxembourg,LUX,1843,183814
Netherlands,NLD,1814,2157302
Palestine,PSE,1994,2501973
Syria,SYR,2012,20438861
China,CHN,2006,1338408644
Nicaragua,NIC,1970,2406523
Barbados,BRB,1908,176663
Malta,MLT,1920,227429
Saint Kitts and Nevis,KNA,2011,49442
Sweden,SWE,1835,2997160
Bosnia and Herzegovina,BIH,1994,3936527
Kiribati,KIR,1983,61736
Saint Barthlemy,NA,2006,8740
Timor,TLS,1880,291112
Singapore,SGP,1969,2034514
Latvia,LVA,1901,2186930
Rwanda,RWA,1869,1545738
Seychelles,SYC,2011,91882
Mexico,MEX,1978,64494872
Poland,POL,1801,9066429
Mozambique,MOZ,1911,3899736
Saint Kitts and Nevis,KNA,2005,46852
Kazakhstan,KAZ,2009,16043015
Fiji,FJI,1852,136280
Chile,CHL,1942,5673904
Slovenia,SVN,1919,1124518
Slovakia,SVK,1875,2610154
Argentina,ARG,1832,659027
Sint Maarten (Dutch part),SXM,1980,13097
New Zealand,NZL,1824,100000
Czechia,CZE,1989,10335875
Austria,AUT,1965,7305154
Slovakia,SVK,1819,2142239
Azerbaijan,AZE,1934,2498021
Burkina Faso,BFA,1958,4699345
Uganda,UGA,1802,2456953
Brunei,BRN,1947,45195
Mauritania,MRT,1821,378416
Romania,ROU,1935,14845099
Nicaragua,NIC,1898,526128
Cameroon,CMR,1868,2990036
Venezuela,VEN,2012,29360827
Sri Lanka,LKA,1811,1430989
Spain,ESP,1997,40035286
Uzbekistan,UZB,1836,2221376
Guinea,GIN,1941,2568608
China,CHN,1833,409897918
Switzerland,CHE,1976,6335977
Libya,LBY,2007,5974786
Japan,JPN,1960,93673612
Saint Pierre and Miquelon,SPM,2016,5933
Cote d'Ivoire,CIV,2003,17599613
United Arab Emirates,ARE,1878,41351
Laos,LAO,1942,1051039
Mauritius,MUS,2002,1201805
Guam,GUM,1953,61470
Vanuatu,VUT,1809,27791
Liechtenstein,LIE,1970,21268
Togo,TGO,1920,879430
World,OWID_WRL,1992,5498919891
Sri Lanka,LKA,1889,3415960
Peru,PER,1832,1506232
World,OWID_WRL,1954,2724846751
Oceania,NA,1834,1564972
Denmark,DNK,1812,1090365
Albania,ALB,1909,880526
Argentina,ARG,1999,36467218
Equatorial Guinea,GNQ,1960,255338
Tajikistan,TJK,1810,466629
Sudan,SDN,1888,4857225
Azerbaijan,AZE,1837,1027877
Belarus,BLR,1986,9965178
French Polynesia,PYF,2017,276108
Cook Islands,COK,1978,18440
Jordan,JOR,2014,8918822
Vatican,VAT,1829,905
Vanuatu,VUT,1899,56040
Croatia,HRV,1857,1699383
Switzerland,CHE,1971,6202951
Malta,MLT,1874,185232
Malta,MLT,1856,166176
Portugal,PRT,1946,8115526
Monaco,MCO,1998,31554
Czechia,CZE,1981,10365523
Montenegro,MNE,1843,181317
Lebanon,LBN,1818,328661
United Kingdom,GBR,1804,11222322
Macao,MAC,1969,240837
Benin,BEN,1869,914528
China,CHN,1990,1176883681
Madagascar,MDG,1887,2924803
Dominica,DMA,2003,70102
Spain,ESP,1972,34664234
Cote d'Ivoire,CIV,1845,1042754
Philippines,PHL,1875,5250664
Iraq,IRQ,1995,20149342
Colombia,COL,1958,15089522
Libya,LBY,1975,2645136
Seychelles,SYC,1934,31511
Italy,ITA,2013,60166828
Comoros,COM,2014,759390
Barbados,BRB,2006,277475
Malaysia,MYS,2017,31104655
Turkmenistan,TKM,1994,4115104
Ecuador,ECU,1813,500000
Mauritius,MUS,1834,101290
Solomon Islands,SLB,1893,112052
Botswana,BWA,2002,1704637
Portugal,PRT,1817,3208756
Syria,SYR,1843,1444611
Kenya,KEN,1983,18431760
Comoros,COM,1826,57059
Angola,AGO,1936,3596238
Central African Republic,CAF,1969,1778870
Slovakia,SVK,2013,5421721
United States,USA,1917,106614820
Saint Vincent and the Grenadines,VCT,1873,37442
Andorra,AND,1855,3393
Romania,ROU,1987,23288388
Georgia,GEO,1984,5163641
South Sudan,SSD,1974,3844094
New Zealand,NZL,1920,1237017
Kyrgyzstan,KGZ,1946,1664181
Solomon Islands,SLB,1972,172550
French Guiana,GUF,1982,73414
Nauru,NRU,1924,2335
Senegal,SEN,1985,6471329
Bangladesh,BGD,1825,20428732
Honduras,HND,2013,8798524
Cook Islands,COK,1956,16712
Lesotho,LSO,1894,269992
Tunisia,TUN,1975,5656912
Ghana,GHA,1800,2016034
Tonga,TON,1911,23781
Ecuador,ECU,1958,4295754
Bulgaria,BGR,2013,7290092
Micronesia (country),FSM,1955,37880
Puerto Rico,PRI,1993,3503470
Italy,ITA,1810,19579349
Dominican Republic,DOM,1988,6863438
Peru,PER,1901,3733680
Kiribati,KIR,1998,81558
Finland,FIN,1906,2809393
Nigeria,NGA,1968,53506201
Switzerland,CHE,1933,4072717
Solomon Islands,SLB,1824,59510
Nicaragua,NIC,1911,651479
Cambodia,KHM,1957,5308126
Ireland,IRL,1865,5598807
Portugal,PRT,1953,8503169
Congo,COG,1963,1096638
Argentina,ARG,1912,7161653
Laos,LAO,1886,1038732
Martinique,MTQ,2011,391886
Sweden,SWE,1964,7686735
Martinique,MTQ,2007,398048
Fiji,FJI,1881,125889
Niger,NER,1812,853378
Costa Rica,CRI,2019,5047561
Philippines,PHL,1992,65020124
Liberia,LBR,1907,527012
French Guiana,GUF,1850,8883
Northern Mariana Islands,MNP,1969,12577
Costa Rica,CRI,1958,1236387
Bahrain,BHR,1891,72438
Angola,AGO,1914,2908245
Oman,OMN,1844,340648
Central African Republic,CAF,1976,1997017
Papua New Guinea,PNG,1846,762345
South Sudan,SSD,1958,2744848
United States Virgin Islands,VIR,1820,20294
Bosnia and Herzegovina,BIH,1863,1107650
Portugal,PRT,1899,5361041
Vietnam,VNM,1826,6436949
Jordan,JOR,1863,270248
Iceland,ISL,1940,120898
New Zealand,NZL,1907,964142
San Marino,SMR,1876,8392
Zambia,ZMB,1894,1630560
Hungary,HUN,1805,3453980
Hong Kong,HKG,1998,6416996
Canada,CAN,1868,3670173
Canada,CAN,1835,1410429
Kazakhstan,KAZ,1981,14958897
Ghana,GHA,1985,12783617
Mexico,MEX,1929,16638808
Benin,BEN,1865,879440
Bulgaria,BGR,1988,8936652
Botswana,BWA,1821,111714
Tuvalu,TUV,1910,3841
Jamaica,JAM,1849,397105
Malta,MLT,1884,196747
Saint Lucia,LCA,1890,43477
Spain,ESP,1867,16031582
Latvia,LVA,1864,1205452
Niue,NIU,1997,2069
Puerto Rico,PRI,1976,2894672
Martinique,MTQ,2010,394666
Tanzania,TZA,1976,16390161
Montserrat,MSR,1982,11299
Antigua and Barbuda,ATG,2020,97928
Mexico,MEX,1981,69407623
Sweden,SWE,1913,5581381
Turkmenistan,TKM,1946,1154450
Slovenia,SVN,1923,1164643
Belize,BLZ,1830,25644
New Zealand,NZL,1805,168179
Turkmenistan,TKM,1804,367215
Thailand,THA,1914,9120517
Serbia,SRB,1923,3856190
Yemen,YEM,1911,3221712
Estonia,EST,2006,1349373
Greenland,GRL,2018,56565
Madagascar,MDG,1908,2638452
Kazakhstan,KAZ,1883,3598310
Norway,NOR,1978,4059186
Kuwait,KWT,1801,81280
Rwanda,RWA,1913,1400007
Russia,RUS,1824,32800130
Azerbaijan,AZE,1935,2520944
India,IND,1992,909307018
Zimbabwe,ZWE,1997,11653254
Israel,ISR,1942,928443
Portugal,PRT,1901,5445815
Dominica,DMA,1897,28152
Kyrgyzstan,KGZ,1855,729797
Bahrain,BHR,1895,74124
Montserrat,MSR,1870,11712
Lithuania,LTU,1981,3456141
Dominican Republic,DOM,1894,444617
Mali,MLI,1800,1403398
Sri Lanka,LKA,1962,10352180
Denmark,DNK,1841,1371667
Panama,PAN,1990,2470946
Venezuela,VEN,1864,1574046
San Marino,SMR,2009,30825
Vatican,VAT,1922,912
Bangladesh,BGD,1970,64232486
Cambodia,KHM,1979,6770393
Cape Verde,CPV,1871,100794
Rwanda,RWA,1910,1420149
French Guiana,GUF,2018,282936
Portugal,PRT,1881,4649490
Tokelau,TKL,1969,1674
Kenya,KEN,1818,2831085
Bahamas,BHS,1928,63901
Brunei,BRN,1845,3798
Vatican,VAT,1890,909
Singapore,SGP,1845,50489
Samoa,WSM,1956,96778
Eswatini,SWZ,1966,383820
Kiribati,KIR,2010,102930
Mali,MLI,1884,1999722
Portugal,PRT,1876,4492238
North Macedonia,MKD,1920,963109
Slovenia,SVN,1943,1387798
Turkey,TUR,1983,47073470
Armenia,ARM,1953,1461425
Argentina,ARG,1947,16096152
Bulgaria,BGR,1893,3604021
Finland,FIN,1999,5175921
New Zealand,NZL,2008,4278156
Sierra Leone,SLE,1942,1772946
Gibraltar,GIB,2016,33738
Paraguay,PRY,1907,516919
French Polynesia,PYF,1960,78080
Hong Kong,HKG,1866,96680
Tanzania,TZA,1985,21633799
Madagascar,MDG,1932,3045096
Saint Vincent and the Grenadines,VCT,1929,47764
Comoros,COM,2009,673251
Guatemala,GTM,1897,1362121
United Arab Emirates,ARE,1908,48484
Madagascar,MDG,1974,7345773
South America,NA,1949,110949438
Germany,DEU,1974,78909808
Kenya,KEN,1997,29415660
Guinea,GIN,1858,1089793
Costa Rica,CRI,1807,56305
Maldives,MDV,1832,45483
Panama,PAN,1905,283894
Bolivia,BOL,1988,6580318
Kenya,KEN,1880,4039148
United Arab Emirates,ARE,1914,50550
Maldives,MDV,1916,64988
Bahrain,BHR,1806,64474
Pakistan,PAK,1949,36768765
Sri Lanka,LKA,1880,3096930
Palestine,PSE,1809,165944
Montenegro,MNE,1935,430366
Zimbabwe,ZWE,1894,1030654
Egypt,EGY,2020,102334403
Montenegro,MNE,1838,167700
Pakistan,PAK,1837,14435848
Seychelles,SYC,1945,35371
France,FRA,1981,54121009
Vatican,VAT,1877,908
Nigeria,NGA,1991,97667632
Saint Helena,SHN,1990,6654
Zimbabwe,ZWE,1973,5877725
South Africa,ZAF,1805,1474594
Azerbaijan,AZE,1968,4960237
Comoros,COM,1910,103962
Kyrgyzstan,KGZ,1977,3414330
Malta,MLT,1843,153734
Kiribati,KIR,2003,88840
Sao Tome and Principe,STP,1939,60831
Syria,SYR,1800,1250000
Tuvalu,TUV,1936,4352
Iraq,IRQ,1938,4086572
Morocco,MAR,1854,2963694
Malaysia,MYS,1898,2002203
Germany,DEU,1839,30791884
Somalia,SOM,1901,1550665
Sweden,SWE,1889,4765023
Bulgaria,BGR,1831,2296982
World,OWID_WRL,1968,3551599432
Oceania,NA,1877,3803838
Laos,LAO,1998,5144601
Jordan,JOR,1934,259877
Dominican Republic,DOM,2003,8850317
Namibia,"NAM",1826,161916
Samoa,WSM,2005,179722
Botswana,BWA,1898,161553
Tuvalu,TUV,2012,10744
Tuvalu,TUV,2021,11925
North Macedonia,MKD,1826,413057
Guinea-Bissau,GNB,1893,276191
Burundi,BDI,1969,3413909
Luxembourg,LUX,1842,182537
Botswana,BWA,1845,101968
Uzbekistan,UZB,1919,4657744
Brazil,BRA,1948,51115291
Argentina,ARG,1968,23168268
Democratic Republic of Congo,COD,1869,8745302
Qatar,QAT,1962,56266
Singapore,SGP,1897,194246
San Marino,SMR,1969,18980
Botswana,BWA,1916,212567
Vatican,VAT,1986,747
Angola,AGO,1908,2979744
Honduras,HND,1989,4814696
Sudan,SDN,1949,5677173
Comoros,COM,1889,78055
Sint Maarten (Dutch part),SXM,2016,40812
Greece,GRC,1907,5254782
Grenada,GRD,1882,43829
Guatemala,GTM,1824,615753
Trinidad and Tobago,TTO,1942,514549
Vanuatu,VUT,1940,45913
Oman,OMN,1837,333881
Spain,ESP,1932,23893166
Saint Vincent and the Grenadines,VCT,1960,80970
Cameroon,CMR,1886,3294505
Bhutan,BTN,1986,478683
San Marino,SMR,2000,27460
Syria,SYR,1837,1415735
Guam,GUM,2012,159990
Oceania,NA,1905,6449520
Africa,NA,1942,199225975
Barbados,BRB,1979,251347
Syria,SYR,1932,2632033
Gabon,GAB,1844,262253
Mauritania,MRT,1918,401791
Barbados,BRB,1977,248931
Libya,LBY,1833,248585
Anguilla,AIA,1860,2965
Andorra,AND,1997,64318
Belize,BLZ,1846,25833
France,FRA,1996,58012055
Saint Vincent and the Grenadines,VCT,1829,26981
Grenada,GRD,1908,65652
Thailand,THA,1800,3000000
World,OWID_WRL,1953,2677609059
Poland,POL,2000,38556699
Philippines,PHL,1887,5890460
Morocco,MAR,1912,5550247
Nepal,NPL,1801,3993964
Moldova,MDA,1927,1879035
Zimbabwe,ZWE,1845,722465
Iraq,IRQ,1913,3054458
Togo,TGO,1954,1461523
Jordan,JOR,2005,5765639
Trinidad and Tobago,TTO,1900,272312
Brunei,BRN,1830,2793
Hong Kong,HKG,1897,278446
Zambia,ZMB,2019,17861034
Solomon Islands,SLB,1833,65556
Poland,POL,1847,12716989
Vatican,VAT,1949,912
Paraguay,PRY,1968,2351926
Peru,PER,1889,3326989
Germany,DEU,1824,26120130
Mozambique,MOZ,1913,3858409
British Virgin Islands,VGB,1989,16867
South Korea,KOR,1941,14978462
Germany,DEU,1913,63358703
Slovenia,SVN,1979,1815106
Central African Republic,CAF,1905,955237
Greece,GRC,1901,5031988
Saudi Arabia,SAU,1970,5836388
Burundi,BDI,1958,2688751
Laos,LAO,1966,2439197
Nauru,NRU,2013,10208
Austria,AUT,1991,7772698
Nicaragua,NIC,1958,1662905
Ghana,GHA,1968,8321772
Equatorial Guinea,GNQ,1912,121200
Northern Mariana Islands,MNP,2021,57910
Algeria,DZA,1800,2500000
North America,NA,2008,530772206
Palau,PLW,1885,5332
El Salvador,SLV,1865,469906
Iraq,IRQ,1932,4023290
Romania,ROU,1863,8730665
Taiwan,TWN,1958,10163801
Chile,CHL,2012,17400359
Mexico,MEX,1898,13039853
Cayman Islands,CYM,1975,12234
Canada,CAN,1952,14445453
United Kingdom,GBR,1993,57602279
Myanmar,MMR,1849,3917062
Eswatini,SWZ,1954,296943
Turkmenistan,TKM,1977,2664262
Mozambique,MOZ,1999,17244176
United States Virgin Islands,VIR,1988,104315
Palestine,PSE,2021,5222756
Iraq,IRQ,1906,2688623
Sweden,SWE,1872,4244897
Fiji,FJI,1886,122867
Mozambique,MOZ,2016,27829930
South Sudan,SSD,1943,2393101
Angola,AGO,1817,1567028
Germany,DEU,1813,22235459
El Salvador,SLV,1959,2690747
Libya,LBY,1815,232897
Saint Helena,SHN,2018,6039
Saint Lucia,LCA,1964,94637
Tanzania,TZA,1982,19723317
South Africa,ZAF,1960,17099836
Vatican,VAT,1923,912
Cote d'Ivoire,CIV,1907,1510356
Congo,COG,2000,3127420
Tuvalu,TUV,1908,3805
Colombia,COL,1869,2453899
Senegal,SEN,1838,962194
Algeria,DZA,1809,2583348
Luxembourg,LUX,1820,129306
Latvia,LVA,1946,1921217
Malaysia,MYS,1842,450214
Mongolia,MNG,1841,639128
Montenegro,MNE,1831,150337
France,FRA,1932,40683658
Africa,NA,2021,1373486472
Palau,PLW,1914,6161
Kyrgyzstan,KGZ,1994,4518808
Estonia,EST,1959,1204106
Malawi,MWI,1973,5093368
Antigua and Barbuda,ATG,1800,37000
French Guiana,GUF,1966,40624
Philippines,PHL,1855,3894805
Sweden,SWE,1929,6112863
Sudan,SDN,1933,5287368
Bangladesh,BGD,1981,81767516
Lebanon,LBN,1878,476846
Equatorial Guinea,GNQ,1850,108091
Chad,TCD,1997,7503494
Democratic Republic of Congo,COD,1955,13517516
Bahamas,BHS,1920,58482
Saint Kitts and Nevis,KNA,1987,41041
Mexico,MEX,1976,61242189
Morocco,MAR,1941,7799206
Togo,TGO,1941,1190135
Denmark,DNK,1857,1634846
Tonga,TON,1864,19023
Palestine,PSE,1839,165944
Gabon,GAB,1959,496591
Benin,BEN,2006,8216893
Saint Lucia,LCA,1896,48190
Philippines,PHL,1917,8871210
Eswatini,SWZ,1889,97721
Belize,BLZ,1911,41721
South Korea,KOR,1970,32195679
Cayman Islands,CYM,1962,8141
Yemen,YEM,1864,2790947
Honduras,HND,1917,739087
Cook Islands,COK,2003,18609
Vietnam,VNM,1977,50861166
Cameroon,CMR,1859,2872957
Liechtenstein,LIE,1858,7611
Kuwait,KWT,1923,117208
Congo,COG,1837,412617
France,FRA,1902,40110254
Moldova,MDA,2018,4051950
Tonga,TON,1960,61574
Nicaragua,NIC,1820,187802
South Korea,KOR,1878,9494172
Libya,LBY,1840,257418
Grenada,GRD,1948,77750
Saint Barthlemy,NA,1981,3099
Venezuela,VEN,1814,767375
Lebanon,LBN,1914,681253
Guinea-Bissau,GNB,1962,628877
Croatia,HRV,1810,1227886
Iran,IRN,1873,8600832
Nauru,NRU,1838,1863
Burundi,BDI,2013,9540302
Turks and Caicos Islands,TCA,1880,238
New Zealand,NZL,1917,1173900
Paraguay,PRY,1984,3571275
Afghanistan,AFG,1817,3280000
United Kingdom,GBR,1893,38786840
Hong Kong,HKG,2015,7185992
Spain,ESP,1860,15629336
Guinea-Bissau,GNB,1922,347835
Romania,ROU,1892,10427844
Djibouti,DJI,2009,827820
Luxembourg,LUX,1890,211953
Iran,IRN,1892,9391097
Bosnia and Herzegovina,BIH,1808,851806
Solomon Islands,SLB,1852,80027
Romania,ROU,1897,10730043
South Africa,ZAF,1962,17965733
Mauritania,MRT,1992,2142645
Iraq,IRQ,1870,1616808
Cameroon,CMR,1813,1860054
Bahamas,BHS,1958,99776
Guinea,GIN,2005,9109585
Gambia,GMB,1923,199683
Armenia,ARM,1849,538737
Qatar,QAT,1826,14092
Egypt,EGY,1906,10484794
Palestine,PSE,1858,178538
Malawi,MWI,1824,1233862
Suriname,SUR,1920,136970
Guinea-Bissau,GNB,1960,616140
Pakistan,PAK,1815,13527230
Croatia,HRV,1892,2316259
Liberia,LBR,1983,2057232
Haiti,HTI,1911,1900295
Lithuania,LTU,1989,3682557
Comoros,COM,1824,56820
Angola,AGO,2004,18758138
Laos,LAO,1861,683467
Germany,DEU,1977,78687323
Kyrgyzstan,KGZ,1864,791535
Vatican,VAT,1853,905
United Kingdom,GBR,1968,55132603
Cape Verde,CPV,1847,74087
Angola,AGO,1941,3873759
Hong Kong,HKG,1878,154692
Canada,CAN,1967,20324786
Oceania,NA,1874,3587868
Brunei,BRN,1997,311962
Cambodia,KHM,2005,13273355
North America,NA,1821,21208453
Andorra,AND,1822,2692
Palau,PLW,1926,6531
Moldova,MDA,1990,4365562
Djibouti,DJI,2006,794554
Chile,CHL,2016,18209072
Venezuela,VEN,1869,1676063
Poland,POL,1836,11728655
Bhutan,BTN,1866,314185
India,IND,1804,202320984
Poland,POL,1962,30389354
Vanuatu,VUT,1848,36546
Mongolia,MNG,1985,1921889
Kuwait,KWT,1909,104219
Dominican Republic,DOM,1837,117848
Austria,AUT,1818,3330256
Congo,COG,1850,502855
Thailand,THA,1853,5315313
Thailand,THA,1850,5233697
Madagascar,MDG,1833,2043032
Iceland,ISL,1825,60291
Nauru,NRU,1814,1834
Niue,NIU,2011,1618
Malta,MLT,1822,135681
Tuvalu,TUV,1924,4108
Finland,FIN,1970,4612365
Maldives,MDV,1892,61380
United Kingdom,GBR,1960,52370595
Peru,PER,1818,1312330
Oman,OMN,1838,334840
Ethiopia,ETH,1801,12032589
Puerto Rico,PRI,1930,1665478
Rwanda,RWA,1886,1602328
Madagascar,MDG,1903,2700052
Djibouti,DJI,1803,22848
Myanmar,MMR,1821,3541246
Panama,PAN,1854,119410
Mauritania,MRT,1802,382696
Egypt,EGY,1805,3661914
Panama,PAN,1806,78958
Africa,NA,1856,115074281
Botswana,BWA,1925,250866
Vatican,VAT,1947,912
Palau,PLW,1951,7493
Papua New Guinea,PNG,1995,5187063
Lithuania,LTU,1958,2704988
Central African Republic,CAF,1835,668375
Slovakia,SVK,1939,3278390
Austria,AUT,1847,3878438
French Guiana,GUF,1952,26897
South America,NA,1887,31954600
Guinea,GIN,1910,1688883
Equatorial Guinea,GNQ,1918,117048
Gabon,GAB,1995,1084951
Latvia,LVA,1973,2437180
Australia,AUS,1814,286561
San Marino,SMR,1862,7566
Tuvalu,TUV,1972,5786
Sierra Leone,SLE,1918,1267189
Maldives,MDV,1998,268445
Marshall Islands,MHL,1968,18966
Panama,PAN,1822,88667
Lithuania,LTU,1874,1722012
Egypt,EGY,1948,19432675
Serbia,SRB,2006,9145913
Uzbekistan,UZB,1838,2262332
Yemen,YEM,2015,26497881
Spain,ESP,1835,13482154
Azerbaijan,AZE,2015,9622741
United Kingdom,GBR,1890,37730415
South Sudan,SSD,1982,4799435
Tonga,TON,1920,25830
Canada,CAN,1863,3471019
Chad,TCD,1887,1915071
Belarus,BLR,1807,2355081
Poland,POL,1964,31059449
Malta,MLT,2021,442790
North Macedonia,MKD,1979,1902718
Kiribati,KIR,1962,43283
Malta,MLT,1842,152822
Saudi Arabia,SAU,1847,2220962
Guinea,GIN,1832,1001609
Bosnia and Herzegovina,BIH,1856,1061895
Mozambique,MOZ,1986,12808566
Slovenia,SVN,1883,818028
Belarus,BLR,1831,2604240
Democratic Republic of Congo,COD,1821,5261670
Burkina Faso,BFA,1992,9297110
Vanuatu,VUT,1957,58242
Turkmenistan,TKM,2005,4754652
Botswana,BWA,1974,714701
Libya,LBY,1926,722434
United Arab Emirates,ARE,1879,41571
Syria,SYR,1822,1346044
Armenia,ARM,1998,3108691
Samoa,WSM,1828,47075
Zambia,ZMB,1973,4619549
Bermuda,BMU,2019,62508
Bhutan,BTN,1946,201204
South America,NA,1804,9450790
Kenya,KEN,1918,3725773
South Sudan,SSD,1913,2064487
Syria,SYR,1994,13950486
Croatia,HRV,1818,1227886
Mexico,MEX,2000,98899845
Bahrain,BHR,1906,78967
Venezuela,VEN,1897,2587420
Central African Republic,CAF,1936,1079513
Philippines,PHL,1925,10420173
Argentina,ARG,2009,40482786
Hungary,HUN,1803,3370895
Marshall Islands,MHL,1945,19509
Libya,LBY,1814,232509
Norway,NOR,1828,1091595
Turkey,TUR,1934,16121772
South Africa,ZAF,1907,6016775
Monaco,MCO,1956,20186
Central African Republic,CAF,1999,3558019
Djibouti,DJI,1865,40319
Italy,ITA,1902,33943753
Channel Islands,OWID_CIS,1963,112591
Bosnia and Herzegovina,BIH,1965,3535632
Romania,ROU,1961,18780210
Vietnam,VNM,1867,9640115
San Marino,SMR,2005,29324
Monaco,MCO,1908,23935
Netherlands,NLD,1987,14682662
Moldova,MDA,1979,3975722
Mexico,MEX,1843,7224485
India,IND,1906,302753881
Libya,LBY,1892,451497
Norway,NOR,1963,3667113
Cuba,CUB,1820,622317
Bhutan,BTN,2002,616025
Tanzania,TZA,1977,16905222
Bahamas,BHS,1814,27350
Brazil,BRA,1886,13239123
Cape Verde,CPV,1931,176350
North Macedonia,MKD,1892,747212
United Kingdom,GBR,1949,50410257
Colombia,COL,1806,1206000
Portugal,PRT,1820,3290556
Ghana,GHA,1950,5036151
Iceland,ISL,1847,58393
Brazil,BRA,1930,33825351
Moldova,MDA,1883,1262155
Guinea-Bissau,GNB,1930,391597
Colombia,COL,1830,1666969
Jordan,JOR,1910,297003
Samoa,WSM,1802,47284
Croatia,HRV,1960,4192640
Martinique,MTQ,1985,339881
Sao Tome and Principe,STP,1816,22731
Liechtenstein,LIE,1822,5885
Armenia,ARM,1982,3193696
Samoa,WSM,2020,198410
Oceania,NA,1831,1544584
Cote d'Ivoire,CIV,1833,1064483
Uganda,UGA,1835,2494490
North Korea,PRK,1927,7251590
Estonia,EST,1993,1488060
San Marino,SMR,1925,12725
Malaysia,MYS,1830,352258
Azerbaijan,AZE,1977,5863138
Tajikistan,TJK,1899,951636
Cyprus,CYP,1951,500384
Australia,AUS,1932,6480684
Dominican Republic,DOM,1943,1865961
Cambodia,KHM,1895,2769498
Saint Helena,SHN,1966,5365
Bulgaria,BGR,1964,8157834
Niger,NER,1951,2638130
Ireland,IRL,1968,2860729
Fiji,FJI,1949,283611
Bosnia and Herzegovina,BIH,1809,851806
Haiti,HTI,2014,10549007
Comoros,COM,1913,110797
Maldives,MDV,1849,50272
Nicaragua,NIC,1876,386213
Azerbaijan,AZE,1909,1987543
Papua New Guinea,PNG,1912,1000735
San Marino,SMR,1994,25588
Brazil,BRA,1823,4726555
Singapore,SGP,1964,1834517
Kazakhstan,KAZ,1903,4296745
Lithuania,LTU,1949,2552381
Italy,ITA,2004,57948421
Libya,LBY,1827,241544
Iraq,IRQ,1814,1064248
Egypt,EGY,2016,94447071
Saint Lucia,LCA,1952,84658
Belgium,BEL,1909,7392503
Liechtenstein,LIE,1922,12122
Slovakia,SVK,1894,2789049
Nigeria,NGA,1867,14902846
Belize,BLZ,1965,106120
Togo,TGO,1803,445985
Latvia,LVA,1958,2075181
Congo,COG,1914,536115
Belize,BLZ,2006,291338
United States,USA,1950,158804397
Nepal,NPL,1997,22584772
Albania,ALB,1970,2150704
Moldova,MDA,1807,712558
Mauritania,MRT,2001,2702405
El Salvador,SLV,2004,6023801
Equatorial Guinea,GNQ,1817,80377
Russia,RUS,1981,138993850
Rwanda,RWA,1911,1412257
Myanmar,MMR,1908,10689420
Congo,COG,1894,621910
Tanzania,TZA,2010,44346532
Maldives,MDV,1905,65135
Benin,BEN,1898,1165852
Guam,GUM,1973,89459
South Africa,ZAF,1850,2986678
World,OWID_WRL,1836,1200422586
Ukraine,UKR,1844,13965828
Malaysia,MYS,1997,21562790
Mauritius,MUS,1933,405934
Bangladesh,BGD,1820,20085068
Saint Lucia,LCA,1821,24000
Asia,NA,1843,815829283
Chile,CHL,1801,771447
Liberia,LBR,2019,4937374
Asia,NA,2010,4208481106
Belize,BLZ,1820,25533
Australia,AUS,1827,331195
France,FRA,1827,32672585
Nauru,NRU,1803,1834
Saint Vincent and the Grenadines,VCT,1841,28667
Bhutan,BTN,1887,285878
North Korea,PRK,1818,4345000
Barbados,BRB,1827,92067
Guinea,GIN,1935,2351666
Suriname,SUR,1995,441851
Syria,SYR,1877,1599641
New Zealand,NZL,2011,4418674
Turkey,TUR,1811,9926565
South America,NA,1957,137244217
Guinea,GIN,1924,1982895
Vanuatu,VUT,1874,45539
Jamaica,JAM,1978,2105903
Svalbard and Jan Mayen,SJM,2006,2408
Uganda,UGA,2012,34558700
Guinea-Bissau,GNB,1805,218167
Zimbabwe,ZWE,1933,1960025
Guam,GUM,2016,162948
Bolivia,BOL,1900,1809836
Lesotho,LSO,2004,2005953
Seychelles,SYC,1829,12923
Fiji,FJI,1944,268593
Vietnam,VNM,1847,6052999
Mayotte,MYT,1979,52747
United States Virgin Islands,VIR,1981,100870
Italy,ITA,1814,19815934
Maldives,MDV,1888,60266
Gambia,GMB,1917,187529
Sri Lanka,LKA,1945,7162001
Italy,ITA,1881,29602297
Armenia,ARM,1804,413326
Trinidad and Tobago,TTO,1923,401844
Tunisia,TUN,1838,1010740
Rwanda,RWA,1937,1742008
Lesotho,LSO,2014,2043448
Burundi,BDI,1803,899097
Monaco,MCO,1897,20722
India,IND,1861,246388032
British Virgin Islands,VGB,1972,10210
Cook Islands,COK,1955,16350
Russia,RUS,1965,126503741
Laos,LAO,1864,700419
Moldova,MDA,1959,2929739
Papua New Guinea,PNG,1820,755065
Ghana,GHA,1830,2004304
Jamaica,JAM,1897,700204
Slovenia,SVN,1931,1249241
Malta,MLT,1828,140611
Morocco,MAR,1961,12710587
Solomon Islands,SLB,1968,149887
Western Sahara,ESH,1978,119326
Rwanda,RWA,1912,1405548
Fiji,FJI,2019,889955
Hong Kong,HKG,1984,5207835
South Africa,ZAF,2009,50477013
Djibouti,DJI,1925,46449
Netherlands Antilles,ANT,2002,286625
Burundi,BDI,1921,1475305
Burundi,BDI,1819,901814
Serbia,SRB,1944,5977177
Lithuania,LTU,1966,3002792
Bangladesh,BGD,1891,25194246
France,FRA,1960,45673147
